tweet_id,favorite_count,retweet_count
805932879469572096,9178,2209
805826884734976000,7335,2132
805823200554876929,0,9374
805520635690676224,6368,1905
805487436403003392,9773,2929
805207613751304193,8680,1972
804738756058218496,15326,4480
804475857670639616,6886,2355
804413760345620481,0,3712
804026241225523202,49774,18876
803773340896923648,11203,3220
803692223237865472,0,8689
803638050916102144,12270,4828
803380650405482500,8601,2169
803321560782307329,0,6221
803276597545603072,11207,2887
802952499103731712,10085,2336
802624713319034886,0,3403
802600418706604034,7938,1714
802572683846291456,9959,2926
802323869084381190,18124,6808
802265048156610565,7039,1573
802247111496568832,0,5247
802239329049477120,10132,3040
802185808107208704,0,314
801958328846974976,8608,1992
801854953262350336,1958,275
801538201127157760,9141,2391
801285448605831168,6802,960
801167903437357056,27386,6961
801127390143516673,0,4627
801115127852503040,8992,2429
800859414831898624,778,113
800855607700029440,0,1889
800751577355128832,11701,3214
800513324630806528,14685,3495
800459316964663297,10538,2489
800443802682937345,0,5068
800388270626521089,12456,3265
800188575492947969,0,4581
800141422401830912,17092,2980
800018252395122689,31768,15351
799774291445383169,0,5488
799757965289017345,9390,2506
799422933579902976,8965,2213
799308762079035393,0,6478
799297110730567681,11065,3227
799063482566066176,9058,2863
798933969379225600,14712,5203
798925684722855936,8246,1663
798705661114773508,0,7724
798701998996647937,0,9126
798697898615730177,0,7602
798694562394996736,0,5812
798686750113755136,0,2702
798682547630837760,0,5515
798673117451325440,0,6485
798665375516884993,0,4519
798644042770751489,0,2153
798628517273620480,0,2272
798585098161549313,0,6618
798576900688019456,0,6871
798340744599797760,0,3924
798209839306514432,11548,2954
797971864723324932,13018,3652
797545162159308800,16198,5656
797236660651966464,22328,7726
797165961484890113,256,32
796904159865868288,0,10411
796865951799083009,8564,2198
796759840936919040,13256,3562
796563435802726400,0,8536
796484825502875648,8472,2042
796387464403357696,12334,4861
796177847564038144,0,16628
796149749086875649,36177,16628
796125600683540480,5511,2079
796116448414461957,10139,2813
796080075804475393,9469,2703
796031486298386433,12071,4284
795464331001561088,55683,27728
795400264262053889,11270,3323
795076730285391872,18139,6288
794983741416415232,0,3942
794926597468000259,11492,2697
794355576146903043,0,12014
794332329137291264,10686,3088
794205286408003585,10314,3895
793962221541933056,18910,5711
793845145112371200,10295,2187
793614319594401792,0,3661
793601777308463104,8926,1908
793500921481273345,11953,2786
793286476301799424,27597,10723
793271401113350145,9677,2763
793256262322548741,22350,9714
793241302385262592,11780,3812
793226087023144960,11001,3338
793210959003287553,9997,3301
793195938047070209,17063,6547
793180763617361921,7740,2310
793165685325201412,10478,3238
793150605191548928,6909,1984
793135492858580992,7214,2893
793120401413079041,14202,4551
792913359805018113,16063,4715
792883833364439040,12666,4964
792773781206999040,8209,1963
792394556390137856,15128,4998
792050063153438720,8029,2088
791821351946420224,0,24514
791784077045166082,0,11271
791780927877898241,0,4432
791774931465953280,37818,21156
791672322847637504,13129,3661
791406955684368384,14670,4797
791312159183634433,9841,2963
791026214425268224,0,4858
790987426131050500,11089,2483
790946055508652032,18601,5496
790723298204217344,0,2704
790698755171364864,9158,2203
790581949425475584,22473,8183
790337589677002753,8740,2167
790277117346975746,14081,3732
790227638568808452,0,4190
789986466051088384,10369,2704
789960241177853952,0,4839
789903600034189313,11673,4858
789628658055020548,8448,2080
789599242079838210,7620,2279
789530877013393408,13188,3942
789314372632018944,9615,2666
789280767834746880,0,5747
789268448748703744,10196,3014
789137962068021249,10875,3244
788908386943430656,30653,14409
788765914992902144,30658,12014
788552643979468800,0,8407
788412144018661376,16060,5990
788178268662984705,8100,2488
788150585577050112,6865,1510
788070120937619456,0,3952
788039637453406209,6867,1535
787810552592695296,9717,3540
787717603741622272,11416,3240
787397959788929025,12120,3300
787322443945877504,8726,2032
787111942498508800,0,7798
786963064373534720,29725,9327
786729988674449408,0,2827
786709082849828864,20296,7069
786664955043049472,11957,2996
786595970293370880,10497,3601
786363235746385920,12189,4072
786286427768250368,8930,3352
786233965241827333,17178,5571
786051337297522688,1614,179
786036967502913536,0,8237
785927819176054784,12696,3652
785872687017132033,7489,2130
785639753186217984,8735,2561
785533386513321988,10183,2334
785515384317313025,6800,1477
785264754247995392,8128,1911
785170936622350336,13491,5639
784826020293709826,11310,3712
784517518371221505,10039,2970
784431430411685888,6329,1491
784183165795655680,22513,9374
784057939640352768,33505,12953
783839966405230592,33689,12643
783821107061198850,8209,2269
783695101801398276,11650,3737
783466772167098368,9468,2608
783391753726550016,18908,6441
783347506784731136,0,6533
783334639985389568,32651,13616
783085703974514689,9112,2565
782969140009107456,26949,8521
782747134529531904,8310,1604
782722598790725632,19250,6238
782598640137187329,8694,2184
782305867769217024,18630,6470
782021823840026624,0,7236
781955203444699136,12357,3920
781661882474196992,11634,3129
781655249211752448,4466,1314
781524693396357120,23163,6426
781308096455073793,7973,2961
781251288990355457,9428,2458
781163403222056960,10895,3168
780931614150983680,24192,8536
780858289093574656,8033,2328
780800785462489090,6141,1505
780601303617732608,13525,3839
780543529827336192,7040,2032
780496263422808064,0,4319
780476555013349377,0,136
780459368902959104,5892,1224
780192070812196864,9712,2589
780092040432480260,0,2655
780074436359819264,13723,5815
779834332596887552,21252,8237
779377524342161408,9831,3613
779124354206535695,0,21324
779123168116150273,13206,4207
779056095788752897,16500,5247
778990705243029504,22342,8437
778774459159379968,0,11550
778764940568104960,955,426
778748913645780993,7717,1562
778650543019483137,6430,1729
778624900596654080,5177,1176
778408200802557953,15135,5023
778396591732486144,0,14198
778383385161035776,6515,1271
778286810187399168,11576,3836
778039087836069888,9417,3065
778027034220126208,7320,1885
777953400541634568,0,4080
777885040357281792,7078,1893
777684233540206592,12518,3403
777641927919427584,0,4947
777621514455814149,9742,2910
777189768882946048,15921,4999
776819012571455488,0,15839
776813020089548800,5444,1405
776477788987613185,9858,3249
776249906839351296,0,10673
776218204058357768,33345,18497
776201521193218049,10681,2919
776113305656188928,13102,5068
776088319444877312,2045,179
775898661951791106,0,17621
775842724423557120,13022,3116
775733305207554048,15413,4627
775729183532220416,14361,5302
775364825476165632,8295,3472
775350846108426240,11309,4532
775096608509886464,0,9220
775085132600442880,17281,5488
774757898236878852,9462,2035
774639387460112384,7508,2013
774314403806253056,24167,6478
773985732834758656,11925,4492
773922284943896577,7110,1999
773704687002451968,7317,1891
773670353721753600,5935,1501
773547596996571136,24553,7126
773336787167145985,0,5912
773308824254029826,25846,8640
773247561583001600,10414,3699
773191612633579521,11117,4736
772877495989305348,9555,4501
772826264096874500,8842,2669
772615324260794368,0,3914
772581559778025472,7192,1968
772193107915964416,6665,1612
772152991789019136,4181,1300
772117678702071809,4165,848
772114945936949249,3005,546
772102971039580160,4448,1065
771908950375665664,7298,2181
771770456517009408,13356,3924
771500966810099713,9167,3018
771380798096281600,11746,5912
771171053431250945,0,8705
771136648247640064,10223,3357
771102124360998913,6898,1663
771014301343748096,7032,1782
770787852854652928,5498,1415
770772759874076672,5749,1626
770743923962707968,0,52360
770655142660169732,8130,2013
770414278348247044,6987,2390
770293558247038976,6923,1718
770093767776997377,0,3520
770069151037685760,8385,2651
769940425801170949,34948,11131
769695466921623552,7101,1926
769335591808995329,0,8830
769212283578875904,5980,1969
768970937022709760,16017,7574
768909767477751808,0,3129
768855141948723200,4660,1034
768609597686943744,4580,1382
768596291618299904,5592,1473
768554158521745409,0,6719
768473857036525572,15110,3958
768193404517830656,12157,4080
767884188863397888,5309,1634
767754930266464257,17814,6221
767500508068192258,8295,2688
767191397493538821,13643,4406
767122157629476866,11227,3261
766864461642756096,0,6521
766793450729734144,5650,1565
766714921925144576,2872,438
766693177336135680,4484,918
766423258543644672,6671,1825
766313316352462849,7493,2166
766078092750233600,0,2970
766069199026450432,4765,1003
766008592277377025,4149,571
765719909049503744,8021,2475
765669560888528897,5760,1407
765395769549590528,20539,3127
765371061932261376,7842,2475
765222098633691136,12902,3914
764857477905154048,7099,2029
764259802650378240,6718,1745
763956972077010945,812,61
763837565564780549,14041,4858
763183847194451968,6004,1702
763167063695355904,0,3484
763103485927849985,8163,2602
762699858130116608,13518,4190
762471784394268675,12571,7612
762464539388485633,11503,4839
762316489655476224,5350,1298
762035686371364864,35400,17919
761976711479193600,5992,2310
761750502866649088,0,4535
761745352076779520,4707,979
761672994376806400,55016,33421
761599872357261312,4578,1336
761371037149827077,0,20500
761334018830917632,5792,1669
761292947749015552,4957,1265
761227390836215808,5908,1775
761004547850530816,12482,3952
760893934457552897,4228,1104
760656994973933572,7343,2210
760641137271070720,5485,1481
760539183865880579,8399,4168
760521673607086080,4681,1608
760290219849637889,29618,13140
760252756032651264,4338,995
760190180481531904,6334,2079
760153949710192640,0,38
759943073749200896,6581,2382
759923798737051648,16284,6521
759846353224826880,7433,2265
759793422261743616,6620,2173
759566828574212096,0,24319
759557299618865152,5202,1341
759447681597108224,9418,2827
759446261539934208,1846,561
759197388317847553,6725,2221
759159934323924993,0,1359
759099523532779520,16101,4813
759047813560868866,7227,2302
758854675097526272,3904,1027
758828659922702336,12376,4376
758740312047005698,6339,1824
758474966123810816,4227,1132
758467244762497024,5316,2539
758405701903519748,5756,2204
758355060040593408,3797,1245
758099635764359168,21302,11550
758041019896193024,3001,433
757741869644341248,7613,3710
757729163776290825,0,9299
757725642876129280,5022,1391
757611664640446465,5026,1272
757597904299253760,0,336
757596066325864448,4808,1219
757400162377592832,16743,7759
757393109802180609,6462,2009
757354760399941633,4995,1637
756998049151549440,6923,2271
756939218950160384,7342,2295
756651752796094464,5612,1511
756526248105566208,11506,4169
756303284449767430,4359,1231
756288534030475264,28519,15071
756275833623502848,7114,1738
755955933503782912,8092,3285
755206590534418437,18212,6148
755110668769038337,23446,12621
754874841593970688,0,9193
754856583969079297,7616,2870
754747087846248448,2854,591
754482103782404096,5852,2220
754449512966619136,4147,846
754120377874386944,8655,2670
754011816964026368,9726,4079
753655901052166144,6458,2492
753420520834629632,8731,4071
753398408988139520,6384,2186
753375668877008896,8411,2655
753298634498793472,0,6620
753294487569522689,3758,1191
753039830821511168,41080,24013
753026973505581056,4283,1109
752932432744185856,13970,7798
752917284578922496,7592,1790
752701944171524096,0,3291
752682090207055872,6642,1846
752660715232722944,4878,1794
752568224206688256,6140,2605
752519690950500352,8157,3917
752334515931054080,4238,1263
752309394570878976,0,18963
752173152931807232,6569,2106
751950017322246144,3415,1060
751937170840121344,5770,1530
751830394383790080,6428,2227
751793661361422336,6479,3320
751598357617971201,8699,3440
751583847268179968,4849,1265
751538714308972544,5547,1445
751456908746354688,3516,1127
751251247299190784,13791,6695
751205363882532864,6948,2086
751132876104687617,5610,1480
750868782890057730,5306,1595
750719632563142656,14621,5747
750506206503038976,4934,1316
750429297815552001,14569,4947
750383411068534784,5005,1309
750381685133418496,758,39
750147208377409536,3409,1095
750132105863102464,3990,1440
750117059602808832,4740,1466
750101899009982464,3344,959
750086836815486976,2383,613
750071704093859840,8653,3802
750056684286914561,3444,1011
750041628174217216,3502,703
750026558547456000,2986,888
750011400160841729,3568,1035
749996283729883136,3331,919
749981277374128128,5569,2772
749774190421639168,5114,1493
749417653287129088,6721,1904
749403093750648834,2892,622
749395845976588288,9488,3951
749317047558017024,6076,2509
749075273010798592,6353,2360
749064354620928000,5277,1714
749036806121881602,3425,896
748977405889503236,11235,3759
748932637671223296,6461,2564
748705597323898880,3047,1067
748699167502000129,5213,1814
748692773788876800,4659,1504
748575535303884801,6696,2272
748568946752774144,2411,776
748346686624440324,5735,1413
748337862848962560,8462,4701
748324050481647620,4078,867
748307329658011649,4027,810
748220828303695873,15549,8825
747963614829678593,6397,2444
747933425676525569,7310,2894
747885874273214464,3243,1116
747844099428986880,3084,851
747816857231626240,5346,1316
747651430853525504,1520,179
747648653817413632,14182,6614
747600769478692864,2545,619
747594051852075008,4065,1205
747512671126323200,6110,1803
747461612269887489,4249,1169
747439450712596480,5965,2184
747242308580548608,0,3257
747219827526344708,5792,1791
747204161125646336,3722,1038
747103485104099331,10534,4548
746906459439529985,3168,336
746872823977771008,6593,2429
746818907684614144,5807,1944
746790600704425984,5345,1806
746757706116112384,10520,4432
746726898085036033,6648,2037
746542875601690625,5520,2104
746521445350707200,0,1110
746507379341139972,5094,1226
746369468511756288,6637,1854
746131877086527488,7565,2511
746056683365994496,3904,931
745789745784041472,4437,1207
745712589599014916,7652,2636
745433870967832576,7824,2894
745422732645535745,9412,2768
745314880350101504,7863,3131
745074613265149952,8605,3976
745057283344719872,7945,2585
744995568523612160,3277,716
744971049620602880,8652,3042
744709971296780288,6150,1771
744334592493166593,7443,2412
744234799360020481,131075,79515
744223424764059648,1868,424
743980027717509120,4551,1231
743895849529389061,3999,1087
743835915802583040,0,2387
743609206067040256,4917,1560
743595368194129920,20275,7445
743545585370791937,3863,1066
743510151680958465,8671,4185
743253157753532416,4624,1366
743222593470234624,6792,2164
743210557239623680,4215,1560
742534281772302336,7744,4011
742528092657332225,4878,2245
742465774154047488,7916,4382
742423170473463808,10812,4319
742385895052087300,7457,2266
742161199639494656,4743,1547
742150209887731712,5661,1783
741793263812808706,4982,1698
741743634094141440,8945,3144
741438259667034112,4026,937
741303864243200000,9631,3650
741099773336379392,10997,6247
741067306818797568,10342,3520
740995100998766593,7018,3154
740711788199743490,3736,1062
740699697422163968,3101,888
740676976021798912,19881,7724
740373189193256964,20648,9220
740365076218183684,2727,495
740359016048689152,3610,967
740214038584557568,7335,2220
739979191639244800,21898,6719
739932936087216128,4443,1217
739844404073074688,4138,966
739623569819336705,4185,1547
739606147276148736,5897,1876
739544079319588864,43694,24319
739485634323156992,7887,3309
739238157791694849,75163,52360
738891149612572673,115,6
738885046782832640,4127,1283
738883359779196928,3661,917
738537504001953792,5575,1759
738402415918125056,3599,955
738184450748633089,4727,1360
738166403467907072,9635,3828
738156290900254721,2768,748
737826014890496000,5757,2006
737800304142471168,10943,3904
737678689543020544,5528,1509
737445876994609152,11302,5048
737322739594330112,3953,907
737310737551491075,16040,8329
736736130620620800,4736,1972
